domain_name,domain_accession,query_name,query_accession,sequence_evalue,sequence_score,sequence_bias,best_domain_evalue,best_domain_score,best_domain_bis,domain_number_exp,domain_number_reg,domain_number_clu,domain_number_ov,domain_number_env,domain_number_dom,domain_number_rep,domain_number_inc,genome_id
3300000227.a:TB_AS07_7DRAFT_10000123_20,NA,dsrA,TIGR02064.1,4.1e-163,555.5,0.6,4.7e-163,555.3,0.6,1,1,0,0,1,1,1,1,3300000227_25
3300029893.a:Ga0246236_1001136_11,NA,dsrA,TIGR02064.1,7.8e-163,554.6,2.2,9.6e-163,554.2,2.2,1,1,0,0,1,1,1,1,3300029893_7
3300027820.a:Ga0209578_10001390_18,NA,dsrA,TIGR02064.1,8.1e-163,554.5,0.2,9.5e-163,554.3,0.2,1,1,0,0,1,1,1,1,3300027820_24
3300002481.a:JGI24020J35080_1000268_50,NA,dsrA,TIGR02064.1,1.2e-162,554,0.1,1.3e-162,553.8,0.1,1,1,0,0,1,1,1,1,3300002481_13
3300026519.a:Ga0256839_1000811_29,NA,dsrA,TIGR02064.1,1.4e-162,553.7,0.1,1.6e-162,553.5,0.1,1,1,0,0,1,1,1,1,3300026519_26
3300026290.a:Ga0209510_1003229_12,NA,dsrA,TIGR02064.1,1.8e-162,553.4,0.1,2e-162,553.2,0.1,1,1,0,0,1,1,1,1,3300026290_52
3300006045.a:Ga0082212_10001276_19,NA,dsrA,TIGR02064.1,1.8e-162,553.3,0.1,2.3e-162,553,0.1,1,1,0,0,1,1,1,1,3300006045_79
3300014060.a:Ga0119967_10004078_7,NA,dsrA,TIGR02064.1,2.7e-162,552.8,0,3.2e-162,552.5,0,1,1,0,0,1,1,1,1,3300014060_27
3300005958.a:Ga0081473_152333_4,NA,dsrA,TIGR02064.1,3e-162,552.6,0.1,3.4e-162,552.5,0.1,1,1,0,0,1,1,1,1,3300005958_3
3300014073.a:Ga0121525_100014_173,NA,dsrA,TIGR02064.1,3.5e-162,552.4,0.1,3.9e-162,552.2,0.1,1,1,0,0,1,1,1,1,3300014073_3
3300027828.a:Ga0209692_10000467_37,NA,dsrA,TIGR02064.1,3.7e-162,552.3,0.3,4.4e-162,552.1,0.3,1,1,0,0,1,1,1,1,3300027828_43
3300027828.a:Ga0209692_10000759_46,NA,dsrA,TIGR02064.1,3.7e-162,552.3,0.3,4.4e-162,552.1,0.3,1,1,0,0,1,1,1,1,3300027828_43
3300027980.a:Ga0209475_10000367_37,NA,dsrA,TIGR02064.1,3.7e-162,552.3,0.3,4.4e-162,552.1,0.3,1,1,0,0,1,1,1,1,3300027980_36
3300027852.a:Ga0209345_10004221_14,NA,dsrA,TIGR02064.1,3.9e-162,552.2,0,4.7e-162,552,0,1,1,0,0,1,1,1,1,3300027852_35
3300013290.a:Ga0172517_101064_8,NA,dsrA,TIGR02064.1,4.3e-162,552.1,0.1,5e-162,551.9,0.1,1,1,0,0,1,1,1,1,3300013290_3
3300027851.a:Ga0209066_10000692_25,NA,dsrA,TIGR02064.1,4.3e-162,552.1,0.2,5.1e-162,551.9,0.2,1,1,0,0,1,1,1,1,3300027851_28
3300014149.a:Ga0181613_1002242_4,NA,dsrA,TIGR02064.1,6.4e-162,551.5,0.3,7.2e-162,551.4,0.3,1,1,0,0,1,1,1,1,3300014149_25
3300000477.a:SL_5KL_010_SEDDRAFT_10000568_3,NA,dsrA,TIGR02064.1,6.6e-162,551.5,0,7.7e-162,551.3,0,1,1,0,0,1,1,1,1,3300000477_17
3300005964.a:Ga0081529_143927_92,NA,dsrA,TIGR02064.1,6.8e-162,551.5,0,7.7e-162,551.3,0,1,1,0,0,1,1,1,1,3300005964_7
3300027852.a:Ga0209345_10003683_6,NA,dsrA,TIGR02064.1,9.5e-162,551,0.5,1.1e-161,550.8,0.5,1,1,0,0,1,1,1,1,3300027852_33
3300009503.a:Ga0123519_10000741_15,NA,dsrA,TIGR02064.1,9.6e-162,551,0,1.2e-161,550.7,0,1,1,0,0,1,1,1,1,3300009503_56
3300011774.a:Ga0120839_100161_3,NA,dsrA,TIGR02064.1,1.1e-161,550.7,0.1,1.3e-161,550.5,0.1,1,1,0,0,1,1,1,1,3300011774_3
3300014007.a:Ga0120856_100014_19,NA,dsrA,TIGR02064.1,1.1e-161,550.7,0.1,1.3e-161,550.5,0.1,1,1,0,0,1,1,1,1,3300014007_2
3300005275.a:Ga0065719_106581_74,NA,dsrA,TIGR02064.1,1.2e-161,550.7,0.1,1.3e-161,550.5,0.1,1,1,0,0,1,1,1,1,3300005275_5
3300024054.a:Ga0233425_10001851_37,NA,dsrA,TIGR02064.1,1.2e-161,550.6,1.7,1.4e-161,550.4,1.7,1,1,0,0,1,1,1,1,3300024054_31
3300002481.a:JGI24020J35080_1000956_14,NA,dsrA,TIGR02064.1,1.3e-161,550.5,0.2,1.5e-161,550.3,0.2,1,1,0,0,1,1,1,1,3300002481_17
3300009702.a:Ga0114931_10001449_13,NA,dsrA,TIGR02064.1,1.4e-161,550.4,0.1,1.6e-161,550.2,0.1,1,1,0,0,1,1,1,1,3300009702_54
3300002481.a:JGI24020J35080_1000486_2,NA,dsrA,TIGR02064.1,1.5e-161,550.3,0.3,1.7e-161,550.1,0.3,1,1,0,0,1,1,1,1,3300002481_18
3300027323.a:Ga0209426_1000004_831,NA,dsrA,TIGR02064.1,1.5e-161,550.3,0.3,1.7e-161,550.1,0.3,1,1,0,0,1,1,1,1,3300027323_46
3300017688.a:Ga0180017_102072_5,NA,dsrA,TIGR02064.1,2.1e-161,549.8,0,2.4e-161,549.6,0,1,1,0,0,1,1,1,1,3300017688_6
3300027820.a:Ga0209578_10020599_3,NA,dsrA,TIGR02064.1,2.7e-161,549.5,0.3,3.2e-161,549.2,0.3,1,1,0,0,1,1,1,1,3300027820_42
3300017687.a:Ga0180016_100119_8,NA,dsrA,TIGR02064.1,2.8e-161,549.4,0,3.3e-161,549.2,0,1,1,0,0,1,1,1,1,3300017687_4
3300021511.a:Ga0190284_1002014_8,NA,dsrA,TIGR02064.1,2.9e-161,549.4,0.1,3.4e-161,549.2,0.1,1,1,0,0,1,1,1,1,3300021511_9
3300011747.a:Ga0120842_10010_189,NA,dsrA,TIGR02064.1,3.1e-161,549.3,0.1,3.5e-161,549.1,0.1,1,1,0,0,1,1,1,1,3300011747_3
3300011771.a:Ga0122102_100022_29,NA,dsrA,TIGR02064.1,3.1e-161,549.3,0.1,3.5e-161,549.1,0.1,1,1,0,0,1,1,1,1,3300011771_1
3300026293.a:Ga0209227_1004622_2,NA,dsrA,TIGR02064.1,3.7e-161,549,0,4.5e-161,548.7,0,1,1,0,0,1,1,1,1,3300026293_29
3300007354.a:Ga0104761_1005285_1,NA,dsrA,TIGR02064.1,3.9e-161,549,0.4,4.4e-161,548.8,0.4,1,1,0,0,1,1,1,1,3300007354_20
3300018022.a:Ga0187864_10002666_1,NA,dsrA,TIGR02064.1,4.1e-161,548.9,0,4.6e-161,548.7,0,1,1,0,0,1,1,1,1,3300018022_10
3300021561.a:Ga0226655_10000587_31,NA,dsrA,TIGR02064.1,7.6e-161,548,0,9e-161,547.8,0,1,1,0,0,1,1,1,1,3300021561_8
3300021843.a:Ga0226657_10000755_20,NA,dsrA,TIGR02064.1,7.6e-161,548,0,9e-161,547.8,0,1,1,0,0,1,1,1,1,3300021843_6
3300014605.a:Ga0121354_100796_2,NA,dsrA,TIGR02064.1,7.8e-161,548,0.1,8.8e-161,547.8,0.1,1,1,0,0,1,1,1,1,3300014605_3
3300024258.a:Ga0233440_1014681_2,NA,dsrA,TIGR02064.1,8.5e-161,547.8,0.1,9.9e-161,547.6,0.1,1,1,0,0,1,1,1,1,3300024258_10
3300024336.a:Ga0233447_1002055_12,NA,dsrA,TIGR02064.1,8.5e-161,547.8,0.1,9.9e-161,547.6,0.1,1,1,0,0,1,1,1,1,3300024336_10
3300001594.a:Draft_10000085_51,NA,dsrA,TIGR02064.1,8.6e-161,547.8,0.2,1e-160,547.6,0.2,1,1,0,0,1,1,1,1,3300001594_13
3300013136.a:Ga0172370_10009028_10,NA,dsrA,TIGR02064.1,9.9e-161,547.6,0.3,1.2e-160,547.3,0.3,1,1,0,0,1,1,1,1,3300013136_66
3300013138.a:Ga0172371_10025554_6,NA,dsrA,TIGR02064.1,9.9e-161,547.6,0.3,1.2e-160,547.3,0.3,1,1,0,0,1,1,1,1,3300013138_99
3300027835.a:Ga0209515_10007141_10,NA,dsrA,TIGR02064.1,1.1e-160,547.4,0.5,1.3e-160,547.2,0.5,1,1,0,0,1,1,1,1,3300027835_46
3300010049.a:Ga0123356_10000278_21,NA,dsrA,TIGR02064.1,1.2e-160,547.3,0.1,1.5e-160,547,0.1,1,1,0,0,1,1,1,1,3300010049_55
3300010049.a:Ga0123356_10000278_38,NA,dsrA,TIGR02064.1,1.2e-160,547.3,0.1,1.5e-160,547,0.1,1,1,0,0,1,1,1,1,3300010049_55
3300020074.a:Ga0194113_10000727_29,NA,dsrA,TIGR02064.1,1.2e-160,547.3,0.1,1.5e-160,547,0.1,1,1,0,0,1,1,1,1,3300020074_26
3300020083.a:Ga0194111_10000588_29,NA,dsrA,TIGR02064.1,1.2e-160,547.3,0.1,1.5e-160,547,0.1,1,1,0,0,1,1,1,1,3300020083_21
3300020084.a:Ga0194110_10000666_15,NA,dsrA,TIGR02064.1,1.2e-160,547.3,0.1,1.5e-160,547,0.1,1,1,0,0,1,1,1,1,3300020084_24
3300020109.a:Ga0194112_10000941_27,NA,dsrA,TIGR02064.1,1.2e-160,547.3,0.1,1.5e-160,547,0.1,1,1,0,0,1,1,1,1,3300020109_25
3300020220.a:Ga0194119_10001392_13,NA,dsrA,TIGR02064.1,1.2e-160,547.3,0.1,1.5e-160,547,0.1,1,1,0,0,1,1,1,1,3300020220_29
3300020222.a:Ga0194125_10001174_13,NA,dsrA,TIGR02064.1,1.2e-160,547.3,0.1,1.5e-160,547,0.1,1,1,0,0,1,1,1,1,3300020222_28
3300013131.a:Ga0172373_10001528_30,NA,dsrA,TIGR02064.1,1.3e-160,547.2,0.1,1.6e-160,547,0.1,1,1,0,0,1,1,1,1,3300013131_54
3300027283.a:Ga0209643_1000068_24,NA,dsrA,TIGR02064.1,1.4e-160,547.1,0.4,1.7e-160,546.9,0.4,1,1,0,0,1,1,1,1,3300027283_39
3300029248.a:Ga0168696_1002525_8,NA,dsrA,TIGR02064.1,1.5e-160,547,1.1,1.8e-160,546.8,1.1,1,1,0,0,1,1,1,1,3300029248_18
3300013122.a:Ga0172374_1003679_4,NA,dsrA,TIGR02064.1,1.8e-160,546.8,0.6,2.2e-160,546.5,0.6,1,1,0,0,1,1,1,1,3300013122_24
3300013138.a:Ga0172371_10050070_4,NA,dsrA,TIGR02064.1,1.8e-160,546.8,0.6,2.2e-160,546.5,0.6,1,1,0,0,1,1,1,1,3300013138_103
3300021511.a:Ga0190284_1001339_12,NA,dsrA,TIGR02064.1,1.8e-160,546.7,0.2,2.1e-160,546.5,0.2,1,1,0,0,1,1,1,1,3300021511_9
3300009503.a:Ga0123519_10007041_4,NA,dsrA,TIGR02064.1,2.7e-160,546.2,0,3.3e-160,545.9,0,1,1,0,0,1,1,1,1,3300009503_59
3300027863.a:Ga0207433_10000060_37,NA,dsrA,TIGR02064.1,2.7e-160,546.2,0,3.3e-160,545.9,0,1,1,0,0,1,1,1,1,3300027863_71
3300017989.a:Ga0180432_10015387_6,NA,dsrA,TIGR02064.1,8.8e-160,544.5,0,1e-159,544.3,0,1,1,0,0,1,1,1,1,3300017989_53
3300021512.a:Ga0190303_1000028_22,NA,dsrA,TIGR02064.1,8.8e-160,544.5,0,1e-159,544.3,0,1,1,0,0,1,1,1,1,3300021512_7
3300027580.a:Ga0207714_1002843_3,NA,dsrA,TIGR02064.1,9e-160,544.5,0,1e-159,544.2,0,1,1,0,0,1,1,1,1,3300027580_24
3300028032.a:Ga0265296_1006065_3,NA,dsrA,TIGR02064.1,9.9e-160,544.3,0,1.2e-159,544.1,0,1,1,0,0,1,1,1,1,3300028032_13
3300007354.a:Ga0104761_1001369_2,NA,dsrA,TIGR02064.1,1.2e-159,544.1,0,1.5e-159,543.8,0,1,1,0,0,1,1,1,1,3300007354_6
3300020153.a:Ga0197142_1002572_4,NA,dsrA,TIGR02064.1,2.7e-159,542.9,0,3.2e-159,542.6,0,1,1,0,0,1,1,1,1,3300020153_34
3300013122.a:Ga0172374_1006400_5,NA,dsrA,TIGR02064.1,4e-159,542.3,0,4.5e-159,542.2,0,1,1,0,0,1,1,1,1,3300013122_4
3300013137.a:Ga0172375_10001537_21,NA,dsrA,TIGR02064.1,4e-159,542.3,0,4.5e-159,542.2,0,1,1,0,0,1,1,1,1,3300013137_26
3300013138.a:Ga0172371_10001511_21,NA,dsrA,TIGR02064.1,4e-159,542.3,0,4.5e-159,542.2,0,1,1,0,0,1,1,1,1,3300013138_28
3300010263.a:Ga0134105_1000158_2,NA,dsrA,TIGR02064.1,6.3e-159,541.7,0,7e-159,541.5,0,1,1,0,0,1,1,1,1,3300010263_27
3300010265.a:Ga0134098_1000022_81,NA,dsrA,TIGR02064.1,6.3e-159,541.7,0,7e-159,541.5,0,1,1,0,0,1,1,1,1,3300010265_30
3300010267.a:Ga0134101_1008185_1,NA,dsrA,TIGR02064.1,6.3e-159,541.7,0,7e-159,541.5,0,1,1,0,0,1,1,1,1,3300010267_30
3300010268.a:Ga0134097_1002328_5,NA,dsrA,TIGR02064.1,6.3e-159,541.7,0,7e-159,541.5,0,1,1,0,0,1,1,1,1,3300010268_39
3300010269.a:Ga0134102_1000032_79,NA,dsrA,TIGR02064.1,6.3e-159,541.7,0,7e-159,541.5,0,1,1,0,0,1,1,1,1,3300010269_36
3300010271.a:Ga0134095_1000071_25,NA,dsrA,TIGR02064.1,6.3e-159,541.7,0,7e-159,541.5,0,1,1,0,0,1,1,1,1,3300010271_27
3300010273.a:Ga0134096_1000036_81,NA,dsrA,TIGR02064.1,6.3e-159,541.7,0,7e-159,541.5,0,1,1,0,0,1,1,1,1,3300010273_35
3300010274.a:Ga0134100_1000026_82,NA,dsrA,TIGR02064.1,6.3e-159,541.7,0,7e-159,541.5,0,1,1,0,0,1,1,1,1,3300010274_34
3300010277.a:Ga0134093_1000030_82,NA,dsrA,TIGR02064.1,6.3e-159,541.7,0,7e-159,541.5,0,1,1,0,0,1,1,1,1,3300010277_37
3300010287.a:Ga0134094_1000052_82,NA,dsrA,TIGR02064.1,6.3e-159,541.7,0,7e-159,541.5,0,1,1,0,0,1,1,1,1,3300010287_45
3300010428.a:Ga0134103_1000050_83,NA,dsrA,TIGR02064.1,6.3e-159,541.7,0,7e-159,541.5,0,1,1,0,0,1,1,1,1,3300010428_46
3300012521.a:Ga0134099_1000079_44,NA,dsrA,TIGR02064.1,6.3e-159,541.7,0,7e-159,541.5,0,1,1,0,0,1,1,1,1,3300012521_32
3300011971.a:Ga0120175_1000006_29,NA,dsrA,TIGR02064.1,6.8e-159,541.6,0.3,8.4e-159,541.3,0.3,1,1,0,0,1,1,1,1,3300011971_4
3300011994.a:Ga0120157_1002485_5,NA,dsrA,TIGR02064.1,6.8e-159,541.6,0.3,8.4e-159,541.3,0.3,1,1,0,0,1,1,1,1,3300011994_8
3300014203.a:Ga0172378_10000129_48,NA,dsrA,TIGR02064.1,6.9e-159,541.5,2.3,7.8e-159,541.4,2.3,1,1,0,0,1,1,1,1,3300014203_21
3300029891.a:Ga0246100_109421_4,NA,dsrA,TIGR02064.1,8.9e-159,541.2,0.5,1.1e-158,540.9,0.5,1,1,0,0,1,1,1,1,3300029891_20
3300018004.a:Ga0187865_1001760_5,NA,dsrA,TIGR02064.1,1.6e-158,540.4,0,1.8e-158,540.2,0,1,1,0,0,1,1,1,1,3300018004_18
3300025446.a:Ga0208038_1000057_52,NA,dsrA,TIGR02064.1,1.6e-158,540.4,0,1.8e-158,540.2,0,1,1,0,0,1,1,1,1,3300025446_10
3300025448.a:Ga0208037_1004832_3,NA,dsrA,TIGR02064.1,1.6e-158,540.4,0,1.8e-158,540.2,0,1,1,0,0,1,1,1,1,3300025448_10
3300025469.a:Ga0208687_1001566_2,NA,dsrA,TIGR02064.1,1.6e-158,540.4,0,1.8e-158,540.2,0,1,1,0,0,1,1,1,1,3300025469_9
3300003130.a:Ga0052179_100080_31,NA,dsrA,TIGR02064.1,1.6e-158,540.3,0.2,1.9e-158,540.1,0.2,1,1,0,0,1,1,1,1,3300003130_1
3300027828.a:Ga0209692_10000062_101,NA,dsrA,TIGR02064.1,2.3e-158,539.8,0.1,2.9e-158,539.5,0.1,1,1,0,0,1,1,1,1,3300027828_25
3300027980.a:Ga0209475_10000234_101,NA,dsrA,TIGR02064.1,2.3e-158,539.8,0.1,2.9e-158,539.5,0.1,1,1,0,0,1,1,1,1,3300027980_19
3300025812.a:Ga0208457_1007120_3,NA,dsrA,TIGR02064.1,2.7e-158,539.6,0,3.1e-158,539.4,0,1,1,0,0,1,1,1,1,3300025812_18
3300018002.a:Ga0187868_1010641_4,NA,dsrA,TIGR02064.1,3.7e-158,539.2,0,4.2e-158,539,0,1,1,0,0,1,1,1,1,3300018002_13
3300005613.a:Ga0074649_1003752_16,NA,dsrA,TIGR02064.1,4.1e-158,539,0,4.7e-158,538.8,0,1,1,0,0,1,1,1,1,3300005613_18
3300025515.a:Ga0208733_100015_38,NA,dsrA,TIGR02064.1,4.5e-158,538.9,0,5e-158,538.7,0,1,1,0,0,1,1,1,1,3300025515_11
3300025516.a:Ga0207951_100003_354,NA,dsrA,TIGR02064.1,4.5e-158,538.9,0,5e-158,538.7,0,1,1,0,0,1,1,1,1,3300025516_11
3300011991.a:Ga0120153_1000289_11,NA,dsrA,TIGR02064.1,4.6e-158,538.8,0.4,5.7e-158,538.5,0.4,1,1,0,0,1,1,1,1,3300011991_7
3300015370.a:Ga0180009_10001318_14,NA,dsrA,TIGR02064.1,4.8e-158,538.8,0.7,6.4e-158,538.4,0.7,1.1,1,0,0,1,1,1,1,3300015370_12
3300017406.a:Ga0185307_1000036_62,NA,dsrA,TIGR02064.1,5.2e-158,538.7,0.1,5.9e-158,538.5,0.1,1,1,0,0,1,1,1,1,3300017406_14
3300000866.a:JzSedJan11_1000502_19,NA,dsrA,TIGR02064.1,5.6e-158,538.6,0,6.3e-158,538.4,0,1,1,0,0,1,1,1,1,3300000866_14
3300017398.a:Ga0185312_1000589_14,NA,dsrA,TIGR02064.1,5.6e-158,538.6,0,6.3e-158,538.4,0,1,1,0,0,1,1,1,1,3300017398_14
3300017400.a:Ga0185311_1000529_25,NA,dsrA,TIGR02064.1,5.6e-158,538.6,0,6.3e-158,538.4,0,1,1,0,0,1,1,1,1,3300017400_20
3300025657.a:Ga0208823_1020084_2,NA,dsrA,TIGR02064.1,5.6e-158,538.6,0,6.3e-158,538.4,0,1,1,0,0,1,1,1,1,3300025657_41
3300003130.a:Ga0052179_100065_30,NA,dsrA,TIGR02064.1,7.2e-158,538.2,0.1,8.4e-158,538,0.1,1,1,0,0,1,1,1,1,3300003130_1
3300013877.a:Ga0181300_100001_296,NA,dsrA,TIGR02064.1,7.8e-158,538.1,0.1,8.8e-158,537.9,0.1,1,1,0,0,1,1,1,1,3300013877_5
3300027828.a:Ga0209692_10000095_32,NA,dsrA,TIGR02064.1,8.3e-158,538,0.1,9.6e-158,537.8,0.1,1,1,0,0,1,1,1,1,3300027828_25
3300027980.a:Ga0209475_10000087_32,NA,dsrA,TIGR02064.1,8.3e-158,538,0.1,9.6e-158,537.8,0.1,1,1,0,0,1,1,1,1,3300027980_19
3300008275.a:Ga0114253_1000693_8,NA,dsrA,TIGR02064.1,1.1e-157,537.6,1.1,1.2e-157,537.4,1.1,1,1,0,0,1,1,1,1,3300008275_23
3300027900.a:Ga0209253_10055458_2,NA,dsrA,TIGR02064.1,1.2e-157,537.5,1.2,1.4e-157,537.2,1.2,1,1,0,0,1,1,1,1,3300027900_69
3300024054.a:Ga0233425_10001943_9,NA,dsrA,TIGR02064.1,1.6e-157,537.1,0,1.8e-157,536.9,0,1,1,0,0,1,1,1,1,3300024054_35
3300013125.a:Ga0172369_10015779_7,NA,dsrA,TIGR02064.1,1.6e-157,537.1,0,1.9e-157,536.8,0,1,1,0,0,1,1,1,1,3300013125_65
3300027703.a:Ga0207862_1000175_13,NA,dsrA,TIGR02064.1,1.6e-157,537,0,2e-157,536.7,0,1,1,0,0,1,1,1,1,3300027703_5
3300026293.a:Ga0209227_1002464_15,NA,dsrA,TIGR02064.1,1.7e-157,536.9,0.1,2e-157,536.8,0.1,1,1,0,0,1,1,1,1,3300026293_39
3300027515.a:Ga0209162_1000032_78,NA,dsrA,TIGR02064.1,1.7e-157,536.9,0.1,2e-157,536.8,0.1,1,1,0,0,1,1,1,1,3300027515_54
3300025565.a:Ga0210110_1002109_2,NA,dsrA,TIGR02064.1,1.8e-157,536.9,0.2,2e-157,536.7,0.2,1,1,0,0,1,1,1,1,3300025565_10
3300025593.a:Ga0210096_1000671_9,NA,dsrA,TIGR02064.1,1.8e-157,536.9,0.2,2e-157,536.7,0.2,1,1,0,0,1,1,1,1,3300025593_10
3300025615.a:Ga0210086_1000279_4,NA,dsrA,TIGR02064.1,1.8e-157,536.9,0.2,2e-157,536.7,0.2,1,1,0,0,1,1,1,1,3300025615_16
3300025432.a:Ga0208821_1002980_2,NA,dsrA,TIGR02064.1,2.7e-157,536.3,0,3.1e-157,536.1,0,1,1,0,0,1,1,1,1,3300025432_9
3300014155.a:Ga0181524_10016209_2,NA,dsrA,TIGR02064.1,3e-157,536.2,0,3.5e-157,535.9,0,1,1,0,0,1,1,1,1,3300014155_16
3300019082.a:Ga0187852_1006495_3,NA,dsrA,TIGR02064.1,3e-157,536.2,0,3.5e-157,535.9,0,1,1,0,0,1,1,1,1,3300019082_12
3300025496.a:Ga0208191_1000963_10,NA,dsrA,TIGR02064.1,3e-157,536.2,0,3.5e-157,535.9,0,1,1,0,0,1,1,1,1,3300025496_7
3300025506.a:Ga0208937_1000890_10,NA,dsrA,TIGR02064.1,3e-157,536.2,0,3.5e-157,535.9,0,1,1,0,0,1,1,1,1,3300025506_8
3300009503.a:Ga0123519_10006352_16,NA,dsrA,TIGR02064.1,3e-157,536.1,0,3.4e-157,536,0,1,1,0,0,1,1,1,1,3300009503_177
3300001095.a:JGI12104J13512_1000852_7,NA,dsrA,TIGR02064.1,3.6e-157,535.9,0,4.5e-157,535.6,0,1,1,0,0,1,1,1,1,3300001095_7
3300026271.a:Ga0209880_1000715_11,NA,dsrA,TIGR02064.1,6.1e-157,535.1,0.9,6.1e-155,528.6,0.9,2,1,1,0,1,1,1,1,3300026271_8
3300027854.a:Ga0209517_10007609_9,NA,dsrA,TIGR02064.1,6.9e-157,535,0,7.9e-157,534.8,0,1,1,0,0,1,1,1,1,3300027854_37
3300005278.a:Ga0065718_1005406_5,NA,dsrA,TIGR02064.1,8e-157,534.8,0.3,9.1e-157,534.6,0.3,1,1,0,0,1,1,1,1,3300005278_24
3300024964.a:Ga0208514_100684_4,NA,dsrA,TIGR02064.1,8.2e-157,534.7,0.2,4e-155,529.1,0.2,2,1,1,0,1,1,1,1,3300024964_4
3300009764.a:Ga0116134_1000001_74,NA,dsrA,TIGR02064.1,8.6e-157,534.6,0,9.9e-157,534.4,0,1,1,0,0,1,1,1,1,3300009764_7
3300017946.a:Ga0187879_10000012_74,NA,dsrA,TIGR02064.1,8.6e-157,534.6,0,9.9e-157,534.4,0,1,1,0,0,1,1,1,1,3300017946_7
3300018033.a:Ga0187867_10000002_328,NA,dsrA,TIGR02064.1,8.6e-157,534.6,0,9.9e-157,534.4,0,1,1,0,0,1,1,1,1,3300018033_8
3300018037.a:Ga0187883_10000028_74,NA,dsrA,TIGR02064.1,8.6e-157,534.6,0,9.9e-157,534.4,0,1,1,0,0,1,1,1,1,3300018037_6
3300025500.a:Ga0208686_1000021_74,NA,dsrA,TIGR02064.1,8.6e-157,534.6,0,9.9e-157,534.4,0,1,1,0,0,1,1,1,1,3300025500_8
3300029889.a:Ga0246001_1000002_119,NA,dsrA,TIGR02064.1,8.6e-157,534.6,0,9.9e-157,534.4,0,1,1,0,0,1,1,1,1,3300029889_8
3300027917.a:Ga0209536_100110713_1,NA,dsrA,TIGR02064.1,1.2e-156,534.2,0.2,1.3e-156,534.1,0.2,1,1,0,0,1,1,1,1,3300027917_102
3300017391.a:Ga0185304_1000475_11,NA,dsrA,TIGR02064.1,2.8e-156,533,0,3.1e-156,532.8,0,1,1,0,0,1,1,1,1,3300017391_21
3300017395.a:Ga0185305_1000072_11,NA,dsrA,TIGR02064.1,2.8e-156,533,0,3.1e-156,532.8,0,1,1,0,0,1,1,1,1,3300017395_3
3300027051.a:Ga0209269_1000625_25,NA,dsrA,TIGR02064.1,2.8e-156,533,0.1,3.2e-156,532.8,0.1,1,1,0,0,1,1,1,1,3300027051_22
3300025660.a:Ga0209045_1000597_1,NA,dsrA,TIGR02064.1,3.2e-156,532.8,0.4,3.6e-156,532.6,0.4,1,1,0,0,1,1,1,1,3300025660_6
3300020220.a:Ga0194119_10003090_8,NA,dsrA,TIGR02064.1,6.4e-156,531.8,0,7.7e-156,531.5,0,1,1,0,0,1,1,1,1,3300020220_49
3300009540.a:Ga0073899_10000778_17,NA,dsrA,TIGR02064.1,2e-155,530.1,0.2,8.6e-154,524.8,0.2,2,1,1,0,1,1,1,1,3300009540_44
3300027835.a:Ga0209515_10002467_17,NA,dsrA,TIGR02064.1,2.3e-155,530,0.7,2.7e-155,529.7,0.7,1,1,0,0,1,1,1,1,3300027835_12
3300020153.a:Ga0197142_1003294_5,NA,dsrA,TIGR02064.1,2.5e-155,529.8,0.1,3e-155,529.6,0.1,1,1,0,0,1,1,1,1,3300020153_39
3300017419.a:Ga0185332_1003133_4,NA,dsrA,TIGR02064.1,2.7e-155,529.7,0.1,3e-155,529.6,0.1,1,1,0,0,1,1,1,1,3300017419_27
3300020139.a:Ga0197143_1000538_31,NA,dsrA,TIGR02064.1,3.4e-155,529.4,0.1,4e-155,529.1,0.1,1,1,0,0,1,1,1,1,3300020139_27
3300027972.a:Ga0209079_10000973_11,NA,dsrA,TIGR02064.1,3.4e-155,529.4,0.3,1.2e-153,524.3,0.3,2,1,1,0,1,1,1,1,3300027972_5
3300025725.a:Ga0209638_1015307_2,NA,dsrA,TIGR02064.1,4.4e-155,529,0.5,2.4e-153,523.3,0.5,2,1,1,0,1,1,1,1,3300025725_20
3300017423.a:Ga0185353_1003476_8,NA,dsrA,TIGR02064.1,1.5e-154,527.3,0.2,1.3e-152,520.8,0.2,2,1,1,0,1,1,1,1,3300017423_7
3300009556.a:Ga0127641_10031_70,NA,dsrA,TIGR02064.1,1.9e-154,527,0.4,2.2e-154,526.7,0.4,1,1,0,0,1,1,1,1,3300009556_3
3300029365.a:Ga0243866_1000479_14,NA,dsrA,TIGR02064.1,2.4e-154,526.6,0.6,2.7e-154,526.4,0.6,1,1,0,0,1,1,1,1,3300029365_24
3300029796.a:Ga0243875_1007978_7,NA,dsrA,TIGR02064.1,2.4e-154,526.6,0.6,2.7e-154,526.4,0.6,1,1,0,0,1,1,1,1,3300029796_30
3300010341.a:Ga0074045_10001041_18,NA,dsrA,TIGR02064.1,2.6e-154,526.5,0.4,2.9e-154,526.3,0.4,1,1,0,0,1,1,1,1,3300010341_20
3300025493.a:Ga0208610_100045_24,NA,dsrA,TIGR02064.1,3.3e-154,526.2,0.4,1.7e-152,520.5,0.4,2,1,1,0,1,1,1,1,3300025493_2
3300025497.a:Ga0208609_100248_19,NA,dsrA,TIGR02064.1,3.3e-154,526.2,0.4,1.7e-152,520.5,0.4,2,1,1,0,1,1,1,1,3300025497_3
